BathroomTotal,Bedrooms,BuildingType,Latitude,Longitude,OwnershipType,Price,PropertyType,SizeInterior,StoriesTotal
5,3 + 0,House,51.020456,-114.097354,Freehold,"$1,100,000",Single Family,2568 sqft,3
5,3 + 1,Duplex,51.050012,-114.10144,Freehold,"$1,100,000",Single Family,2214 sqft,3
4,5 + 1,House,51.052504,-114.03878,Freehold,"$1,100,000",Single Family,2010 sqft,3
1,3 + 1,House,51.056967,-114.139222,Freehold,"$1,100,000",Single Family,1172 sqft,1
5,3 + 0,House,51.137689,-114.224832,Freehold,"$1,100,000",Single Family,3810 sqft,2
4,3 + 1,House,51.180551,-114.259129,Freehold,"$1,100,000",Single Family,2284 sqft,1
3,2 + 0,Apartment,51.051464,-114.094158,Condominium/Strata,"$1,120,000",Single Family,2348 sqft,1
5,3 + 1,House,51.055136,-114.117034,Freehold,"$1,122,000",Single Family,2531 sqft,2
6,4 + 0,House,51.104445,-114.171212,Freehold,"$1,124,900",Single Family,3799 sqft,2
4,3 + 1,Duplex,51.040895,-114.028875,Freehold,"$1,125,000",Single Family,2038 sqft,2
3,3 + 1,House,51.034909,-114.089757,Freehold,"$1,129,000",Single Family,1804 sqft,2
2,2 + 2,House,51.040447,-114.115372,Freehold,"$1,129,000",Single Family,720 sqft,2
5,3 + 1,Duplex,51.029727,-114.110564,Freehold,"$1,130,000",Single Family,2416 sqft,3
4,3 + 2,House,51.018351,-114.116653,Freehold,"$1,135,000",Single Family,2641 sqft,2
4,3 + 1,House,51.060999,-114.222786,Freehold,"$1,138,800",Single Family,3217 sqft,2
4,3 + 1,Duplex,51.053609,-114.108177,Freehold,"$1,139,888",Single Family,2001 sqft,2
3,2 + 1,House,51.111332,-114.398458,Freehold,"$1,139,900",Single Family,1978 sqft,1
3,1 + 2,House,51.118617,-114.260658,Bare Land Condo,"$1,139,900",Single Family,1993 sqft,1
1,2 + 0,Fourplex,51.04082,-114.141546,Freehold,"$1,140,000",Single Family,750 sqft,1
1,2 + 0,Fourplex,51.040872,-114.141555,Freehold,"$1,140,000",Single Family,750 sqft,1
4,3 + 1,House,50.953219,-114.053297,Freehold,"$1,149,000",Single Family,2359 sqft,2
3,3 + 0,House,50.980499,-114.56914,Bare Land Condo,"$1,149,000",Single Family,3059 sqft,2
5,4 + 1,Duplex,51.01142,-114.104842,Freehold,"$1,149,000",Single Family,2328 sqft,3
4,3 + 1,House,51.038608,-114.203054,Freehold,"$1,149,000",Single Family,2917 sqft,2
5,3 + 1,House,51.05812,-114.036459,Freehold,"$1,149,000",Single Family,2812 sqft,3
4,3 + 1,House,51.112178,-114.396633,Freehold,"$1,149,000",Single Family,3108 sqft,2
4,3 + 0,House,50.883192,-114.089437,Freehold,"$1,149,900",Single Family,2526 sqft,2
4,3 + 1,House,50.921142,-114.109268,Freehold,"$1,149,900",Single Family,3254 sqft,2
4,3 + 1,House,51.022127,-114.276465,Bare Land Condo,"$1,149,900",Single Family,3145 sqft,2
4,4 + 2,House,51.043418,-113.820788,Freehold,"$1,149,900",Single Family,2084 sqft,2
5,4 + 2,House,51.062543,-114.03401,Freehold,"$1,149,900",Single Family,2818 sqft,2
4,4 + 1,House,51.064228,-114.111122,Freehold,"$1,149,900",Single Family,2067 sqft,2
4,4 + 0,House,51.111278,-114.398083,Freehold,"$1,149,900",Single Family,3163 sqft,2
4,3 + 1,House,50.872614,-113.983194,Freehold,"$1,150,000",Single Family,2905 sqft,2
3,4 + 0,House,50.966941,-113.769751,Freehold,"$1,150,000",Single Family,2294 sqft,2
4,4 + 1,House,51.005269,-114.078352,Freehold,"$1,150,000",Single Family,2777 sqft,2
3,2 + 1,House,51.013192,-114.069859,Freehold,"$1,150,000",Single Family,1437 sqft,1
3,1 + 2,Duplex,51.028306,-114.192967,Bare Land Condo,"$1,150,000",Single Family,1866 sqft,1
4,2 + 1,Duplex,51.04084,-114.029483,Freehold,"$1,150,000",Single Family,2578 sqft,2
4,3 + 1,House,51.041874,-114.200904,Leasehold,"$1,150,000",Single Family,2904 sqft,2
1,2 + 0,House,51.058794,-114.076561,Freehold,"$1,150,000",Single Family,1022 sqft,1
4,3 + 1,House,51.074787,-114.155668,Freehold,"$1,150,000",Single Family,2444 sqft,2
3,3 + 1,House,51.184119,-114.290386,Freehold,"$1,150,000",Single Family,1831 sqft,1
4,4 + 1,House,50.872338,-113.985868,Freehold,"$1,158,000",Single Family,3125 sqft,2
4,3 + 3,House,51.047908,-114.139918,Freehold,"$1,159,000",Single Family,2719 sqft,2
3,1 + 3,House,51.016657,-114.292944,Bare Land Condo,"$1,159,900",Single Family,2088 sqft,1
4,3 + 2,House,51.078895,-114.051566,Freehold,"$1,163,300",Single Family,2832 sqft,2
2,3 + 1,House,51.016993,-114.080547,Freehold,"$1,169,000",Single Family,2014 sqft,2
4,2 + 2,House,51.085351,-114.177099,Freehold,"$1,174,000",Single Family,1643 sqft,2
5,3 + 2,House,50.92378,-113.985886,Freehold,"$1,174,900",Single Family,3354 sqft,2
4,3 + 2,House,50.89162,-114.226128,Freehold,"$1,175,000",Single Family,2726 sqft,2
3,1 + 1,House,50.936687,-113.992502,Freehold,"$1,175,000",Single Family,2037 sqft,1
4,4 + 0,House,50.95199,-114.044117,Freehold,"$1,175,000",Single Family,2646 sqft,2
3,5 + 0,House,50.956595,-114.05122,Freehold,"$1,175,000",Single Family,2776 sqft,2
2,2 + 2,House,50.99487,-114.11473,Freehold,"$1,175,000",Single Family,1343 sqft,2
4,3 + 1,House,51.035665,-114.120554,Freehold,"$1,175,000",Single Family,2518 sqft,2
2,2 + 0,Apartment,51.052727,-114.075311,Condominium/Strata,"$1,175,000",Single Family,1939 sqft,1
4,4 + 1,House,51.058646,-113.795541,Freehold,"$1,175,000",Single Family,1942 sqft,2
5,4 + 2,House,51.043489,-114.204779,Freehold,"$1,178,888",Single Family,2978 sqft,2
4,4 + 1,House,51.003664,-114.125643,Freehold,"$1,179,000",Single Family,2932 sqft,2
5,0 + 0,Duplex,51.068654,-114.09559,Freehold,"$1,180,000",Single Family,3038 sqft,1
3,4 + 0,House,51.063888,-114.175186,Freehold,"$1,188,000",Single Family,3663 sqft,2
4,3 + 1,House,51.153084,-114.244939,Freehold,"$1,188,000",Single Family,3273 sqft,2
4,3 + 1,House,51.063492,-114.070338,Freehold,"$1,188,888",Single Family,2297 sqft,2
3,3 + 0,Row / Townhouse,51.03424,-114.074035,Condominium/Strata,"$1,189,900",Single Family,1989 sqft,3
7,1 + 4,House,51.169086,-114.452784,Freehold,"$1,189,900",Single Family,3242 sqft,2
5,3 + 1,Duplex,51.008908,-114.104318,Freehold,"$1,190,000",Single Family,2856 sqft,3
3,3 + 1,House,51.027057,-114.073294,Freehold,"$1,190,000",Single Family,2254 sqft,2
3,1 + 2,House,51.111633,-114.399284,Freehold,"$1,190,000",Single Family,1940 sqft,1
4,5 + 0,House,51.031422,-113.809525,Freehold,"$1,192,000",Single Family,4113 sqft,2
3,3 + 0,House,51.133374,-114.259265,Freehold,"$1,192,000",Single Family,2345 sqft,1
4,4 + 1,House,51.171156,-114.263487,Freehold,"$1,193,000",Single Family,2909 sqft,2
4,4 + 1,House,50.866665,-113.984008,Freehold,"$1,195,000",Single Family,3151 sqft,2
2,3 + 2,House,51.057144,-114.154169,Freehold,"$1,195,000",Single Family,1606 sqft,1
4,3 + 2,House,51.038956,-114.128021,Freehold,"$1,198,000",Single Family,2529 sqft,2
3,4 + 0,House,50.996848,-114.090616,Freehold,"$1,199,000",Single Family,2163 sqft,2
4,3 + 0,House,51.035159,-114.091735,Freehold,"$1,199,000",Single Family,2120 sqft,2
4,3 + 0,Apartment,51.042001,-114.078964,Condominium/Strata,"$1,199,000",Single Family,1887 sqft,1
5,4 + 1,Duplex,51.051324,-114.103816,Freehold,"$1,199,000",Single Family,2419 sqft,3
3,1 + 0,Apartment,51.052744,-114.056035,Condominium/Strata,"$1,199,000",Single Family,2835 sqft,1
5,4 + 2,House,51.060965,-114.255511,Freehold,"$1,199,000",Single Family,3425 sqft,2
4,3 + 1,House,51.071303,-114.186205,Freehold,"$1,199,000",Single Family,2764 sqft,2
5,3 + 2,House,51.082719,-114.171032,Freehold,"$1,199,000",Single Family,2941 sqft,2
5,2 + 2,House,51.102201,-114.317902,Freehold,"$1,199,000",Single Family,2784 sqft,2
4,2 + 2,House,51.121774,-114.150181,Freehold,"$1,199,000",Single Family,2666 sqft,1
5,4 + 3,House,51.167669,-114.077471,Freehold,"$1,199,777",Single Family,3622 sqft,2
5,3 + 1,Duplex,51.009707,-114.101075,Freehold,"$1,199,900",Single Family,2788 sqft,3
4,4 + 0,House,51.023084,-114.314529,Freehold,"$1,199,900",Single Family,2937 sqft,2
3,1 + 2,House,51.023759,-114.204792,Freehold,"$1,199,900",Single Family,2171 sqft,1
6,4 + 1,House,51.025445,-114.191064,Freehold,"$1,199,900",Single Family,3524 sqft,2
5,4 + 0,House,51.025881,-113.812502,Freehold,"$1,199,900",Single Family,4075 sqft,2
5,4 + 2,House,51.046565,-114.191091,Bare Land Condo,"$1,199,900",Single Family,3516 sqft,2
4,4 + 3,House,51.060823,-114.073752,Freehold,"$1,199,999",Single Family,2335 sqft,2
4,1 + 3,House,50.90368,-114.289561,Freehold,"$1,200,000",Single Family,1816 sqft,1
3,4 + 0,House,50.917396,-113.861832,Freehold,"$1,200,000",Single Family,2303 sqft,2
3,2 + 0,Duplex,50.976663,-114.116204,Condominium/Strata,"$1,200,000",Single Family,2496 sqft,2
8,0 + 3,Duplex,51.042657,-114.105731,Freehold,"$1,200,000",Single Family,2241 sqft,1.5000
3,2 + 0,Apartment,51.044776,-114.063815,Condominium/Strata,"$1,200,000",Single Family,1657 sqft,1
5,3 + 1,House,51.070063,-114.37327,Freehold,"$1,200,000",Single Family,3503 sqft,2
4,3 + 0,House,51.072026,-114.187999,Freehold,"$1,200,000",Single Family,3227 sqft,2
4,3 + 0,House,51.111727,-114.399413,Freehold,"$1,200,000",Single Family,3241 sqft,2
3,2 + 2,House,51.149323,-114.25928,Freehold,"$1,200,000",Single Family,1620 sqft,1.5000
3,3 + 3,House,51.025036,-114.08548,Freehold,"$1,210,000",Single Family,2110 sqft,1
5,3 + 2,House,50.871337,-113.984593,Freehold,"$1,222,000",Single Family,3093 sqft,2
5,3 + 1,House,50.893125,-114.386359,Freehold,"$1,224,000",Single Family,3428 sqft,2
4,5 + 0,House,50.931733,-114.054434,Freehold,"$1,225,000",Single Family,4005 sqft,2
4,3 + 0,House,51.03837,-114.118233,Freehold,"$1,225,000",Single Family,2925 sqft,2
4,3 + 2,House,51.04706,-113.812587,Freehold,"$1,225,000",Single Family,2090 sqft,2
5,4 + 1,House,51.182792,-114.274486,Freehold,"$1,225,000",Single Family,3376 sqft,2
3,2 + 2,House,51.022786,-114.177422,Freehold,"$1,227,000",Single Family,2348 sqft,1
5,3 + 2,House,51.053593,-114.11402,Freehold,"$1,230,000",Single Family,2965 sqft,2
4,3 + 1,House,51.058097,-113.817342,Freehold,"$1,230,000",Single Family,2731 sqft,2
4,3 + 1,House,50.885776,-114.038083,Freehold,"$1,234,567",Single Family,2164 sqft,2
4,3 + 0,Duplex,51.034384,-114.104169,Freehold,"$1,238,000",Single Family,2308 sqft,2
4,4 + 2,House,51.112297,-114.398166,Freehold,"$1,239,900",Single Family,3085 sqft,2
5,4 + 1,House,51.150394,-114.245331,Freehold,"$1,245,900",Single Family,3539 sqft,2
5,4 + 1,House,51.19852,-114.437861,Freehold,"$1,246,000",Single Family,2690 sqft,2
6,4 + 2,House,51.018917,-114.26944,Bare Land Condo,"$1,247,000",Single Family,3184 sqft,2
5,3 + 1,House,51.056717,-114.040212,Freehold,"$1,248,900",Single Family,2868 sqft,3
4,2 + 2,Duplex,51.035503,-114.079232,Freehold,"$1,249,000",Single Family,2510 sqft,3
4,4 + 0,House,51.038349,-114.17453,Freehold,"$1,249,000",Single Family,3816 sqft,2
4,2 + 2,House,51.152096,-114.282732,Freehold,"$1,249,000",Single Family,2132 sqft,1
4,3 + 2,House,51.039284,-114.188532,Freehold,"$1,249,900",Single Family,3179 sqft,2
4,3 + 1,Duplex,51.058663,-114.060802,Freehold,"$1,249,900",Single Family,2376 sqft,3
4,4 + 1,House,51.036588,-113.78587,Freehold,"$1,249,999",Single Family,4473 sqft,2.5000
5,4 + 1,House,50.97361,-114.110732,Freehold,"$1,250,000",Single Family,3491 sqft,2
4,5 + 1,House,50.993262,-114.125328,Freehold,"$1,250,000",Single Family,2696 sqft,2
5,3 + 3,House,50.999814,-114.138196,Freehold,"$1,250,000",Single Family,2787 sqft,1.5000
4,4 + 1,House,51.023019,-113.815319,Freehold,"$1,250,000",Single Family,3630 sqft,2
4,2 + 3,House,51.036015,-113.82143,Freehold,"$1,250,000",Single Family,3064 sqft,1
2,3 + 0,Apartment,51.038478,-114.086074,Condominium/Strata,"$1,250,000",Single Family,1454 sqft,1
3,3 + 0,Apartment,51.047168,-114.05055,Condominium/Strata,"$1,250,000",Single Family,1702 sqft,1
4,4 + 1,House,51.062654,-114.11493,Freehold,"$1,250,000",Single Family,2738 sqft,2.5000
1,3 + 0,House,51.110518,-113.799122,Freehold,"$1,250,000",Single Family,880 sqft,1
3,2 + 2,House,51.197557,-114.306748,Freehold,"$1,250,000",Single Family,2040 sqft,1
4,2 + 2,House,51.029053,-114.228015,Freehold,"$1,259,000",Single Family,2713 sqft,1
5,3 + 1,House,51.05784,-114.044067,Freehold,"$1,259,000",Single Family,2767 sqft,3
2,2 + 0,Apartment,51.053169,-114.065907,Condominium/Strata,"$1,260,000",Single Family,1332 sqft,1
4,4 + 1,House,51.04471,-114.196,Freehold,"$1,265,000",Single Family,3409 sqft,2
4,3 + 1,House,51.061723,-114.221508,Freehold,"$1,265,000",Single Family,3031 sqft,2
4,3 + 1,Duplex,51.027449,-114.108719,Freehold,"$1,269,900",Single Family,2359 sqft,3
5,3 + 1,Duplex,51.027726,-114.111613,Freehold,"$1,270,000",Single Family,2404 sqft,3
4,3 + 1,House,51.009752,-114.071683,Freehold,"$1,275,000",Single Family,2267 sqft,2
5,3 + 0,Duplex,51.03253,-114.107173,Freehold,"$1,275,000",Single Family,2760 sqft,3
5,3 + 2,House,51.137502,-114.249641,Freehold,"$1,275,000",Single Family,3239 sqft,2
4,4 + 2,House,51.104626,-114.310098,Freehold,"$1,277,500",Single Family,3218 sqft,1
4,4 + 1,House,51.119886,-114.361795,Freehold,"$1,279,000",Single Family,2766 sqft,1.5000
4,4 + 2,House,51.149371,-114.239733,Freehold,"$1,279,900",Single Family,3078 sqft,2
3,1 + 2,House,51.093099,-114.27231,Freehold,"$1,285,000",Single Family,1860 sqft,1
3,1 + 2,House,50.888106,-113.961812,Freehold,"$1,286,000",Single Family,1887 sqft,1
4,4 + 0,House,51.174802,-114.29011,Freehold,"$1,288,000",Single Family,2928 sqft,2
4,1 + 2,House,50.874266,-113.985366,Freehold,"$1,289,000",Single Family,2254 sqft,1
5,1 + 2,House,51.027714,-114.225559,Freehold,"$1,289,000",Single Family,2782 sqft,1
3,3 + 0,House,51.064489,-114.324414,Freehold,"$1,289,700",Single Family,3071 sqft,2
4,3 + 1,House,51.045562,-114.202336,Freehold,"$1,289,999",Single Family,3276 sqft,2
3,2 + 0,Apartment,51.05277,-114.074117,Condominium/Strata,"$1,290,000",Single Family,2261 sqft,1
5,3 + 1,House,50.94381,-114.055914,Freehold,"$1,295,000",Single Family,3419 sqft,2
4,2 + 1,House,51.016695,-114.300102,Bare Land Condo,"$1,295,000",Single Family,3552 sqft,1.5000
4,4 + 1,House,51.017602,-114.29836,Bare Land Condo,"$1,295,000",Single Family,3232 sqft,2
3,2 + 1,House,51.053488,-114.159413,Freehold,"$1,295,000",Single Family,1615 sqft,1
4,3 + 1,House,51.106538,-114.175321,Freehold,"$1,296,900",Single Family,2548 sqft,2
6,4 + 1,House,51.040458,-114.18909,Freehold,"$1,297,000",Single Family,3389 sqft,2
4,3 + 1,Duplex,51.05797,-114.036227,Freehold,"$1,297,000",Single Family,2260 sqft,2
4,3 + 1,House,50.893566,-113.924683,Freehold,"$1,298,000",Single Family,3144 sqft,2
6,3 + 1,House,51.05419,-114.112262,Freehold,"$1,298,888",Single Family,3048 sqft,3
4,4 + 0,House,50.883204,-114.038449,Freehold,"$1,299,000",Single Family,3373 sqft,2
4,3 + 2,House,50.942375,-114.058531,Freehold,"$1,299,000",Single Family,2544 sqft,2
4,3 + 1,House,50.995946,-114.089012,Freehold,"$1,299,000",Single Family,2567 sqft,1
4,3 + 1,Duplex,51.016751,-114.103548,Freehold,"$1,299,000",Single Family,2596 sqft,2
4,3 + 1,House,51.01944,-114.075788,Freehold,"$1,299,000",Single Family,2714 sqft,2
4,4 + 0,Duplex,51.032564,-114.105636,Freehold,"$1,299,000",Single Family,2824 sqft,3
4,2 + 1,House,51.052444,-114.032002,Freehold,"$1,299,000",Single Family,2169 sqft,2
4,1 + 2,House,51.05735,-113.809966,Freehold,"$1,299,000",Single Family,3045 sqft,1
4,1 + 3,House,51.17036,-114.27795,Freehold,"$1,299,000",Single Family,2684 sqft,1
4,3 + 0,Duplex,51.041554,-114.028729,Freehold,"$1,299,500",Single Family,2068 sqft,2
5,3 + 2,House,51.056542,-114.19641,Freehold,"$1,299,888",Single Family,2949 sqft,2
5,4 + 0,House,50.899895,-114.401383,Freehold,"$1,299,900",Single Family,3305 sqft,2
5,3 + 2,House,50.907736,-114.408603,Freehold,"$1,299,900",Single Family,2271 sqft,1
4,3 + 1,House,50.93973,-114.055842,Freehold,"$1,299,900",Single Family,2490 sqft,2
4,3 + 2,House,51.032233,-114.156025,Freehold,"$1,299,900",Single Family,1893 sqft,1
5,3 + 3,House,51.034756,-114.224065,Bare Land Condo,"$1,299,900",Single Family,3307 sqft,3
5,4 + 1,Duplex,51.03486,-114.104476,Freehold,"$1,299,900",Single Family,2900 sqft,3
2,2 + 0,Apartment,51.049946,-114.080562,Condominium/Strata,"$1,299,900",Single Family,1701 sqft,1
5,3 + 1,House,51.058046,-114.073071,Freehold,"$1,299,900",Single Family,2724 sqft,2
5,3 + 2,House,51.082916,-114.171234,Freehold,"$1,299,900",Single Family,2858 sqft,2
5,3 + 1,House,51.092211,-114.172287,Freehold,"$1,299,900",Single Family,4802 sqft,1.5000
4,5 + 2,House,51.126447,-114.329631,Freehold,"$1,299,900",Single Family,4587 sqft,2
4,4 + 1,House,51.137672,-114.250832,Freehold,"$1,299,900",Single Family,3339 sqft,2
6,3 + 2,House,51.176273,-114.262318,Freehold,"$1,299,900",Single Family,3073 sqft,2
3,2 + 2,House,51.076943,-114.058407,Freehold,"$1,299,998",Single Family,2029 sqft,1
4,2 + 2,House,51.036351,-113.809748,Freehold,"$1,300,000",Single Family,2332 sqft,2
4,3 + 1,Duplex,51.037165,-114.105334,Freehold,"$1,300,000",Single Family,2573 sqft,3
2,2 + 1,House,51.06191,-114.106468,Freehold,"$1,300,000",Single Family,1306 sqft,1
5,3 + 2,House,51.081872,-114.170671,Freehold,"$1,300,000",Single Family,2988 sqft,2
4,3 + 1,House,51.088302,-114.061181,Freehold,"$1,300,000",Single Family,1801 sqft,2
3,1 + 2,House,50.913542,-113.979457,Freehold,"$1,325,000",Single Family,2282 sqft,1
5,4 + 1,Duplex,51.057502,-114.138358,Freehold,"$1,325,000",Single Family,2949 sqft,3
4,4 + 2,House,51.023606,-114.209196,Freehold,"$1,328,000",Single Family,3004 sqft,2
5,3 + 1,House,51.02579,-114.11293,Freehold,"$1,328,000",Single Family,2370 sqft,2
3,3 + 2,House,50.952998,-113.702004,Freehold,"$1,329,000",Single Family,2162 sqft,1
2,2 + 0,Apartment,51.052185,-114.078132,Condominium/Strata,"$1,335,000",Single Family,2018 sqft,1
3,1 + 2,House,50.897719,-114.389908,Freehold,"$1,340,000",Single Family,2504 sqft,1
6,3 + 1,House,51.032242,-114.122132,Freehold,"$1,348,000",Single Family,2495 sqft,2
4,3 + 1,House,50.894844,-114.379625,Freehold,"$1,348,888",Single Family,4116 sqft,2
6,2 + 2,House,51.036761,-114.296652,Freehold,"$1,349,000",Single Family,3083 sqft,1
4,4 + 1,House,51.044825,-114.20357,Freehold,"$1,349,000",Single Family,3299 sqft,2
4,4 + 2,House,51.054614,-114.15228,Freehold,"$1,349,000",Single Family,2682 sqft,2
3,3 + 3,House,51.058152,-114.038811,Freehold,"$1,349,000",Single Family,1441 sqft,1.5000
7,4 + 1,House,51.061332,-113.815849,Freehold,"$1,349,900",Single Family,3996 sqft,2
4,3 + 2,House,51.098037,-114.311298,Freehold,"$1,349,900",Single Family,3170 sqft,1.5000
3,1 + 2,House,50.890251,-113.962644,Freehold,"$1,350,000",Single Family,2015 sqft,1
7,4 + 2,House,50.92437,-114.120648,Freehold,"$1,350,000",Single Family,3631 sqft,2
4,3 + 1,House,51.025191,-114.197678,Bare Land Condo,"$1,350,000",Single Family,3165 sqft,1
4,3 + 1,House,51.02515,-114.197571,Bare Land Condo,"$1,350,000",Single Family,3540 sqft,1
4,3 + 0,Row / Townhouse,51.025488,-114.072892,Condominium/Strata,"$1,350,000",Single Family,2166 sqft,2.5000
4,4 + 2,House,51.041259,-114.189316,Freehold,"$1,350,000",Single Family,3361 sqft,2
3,4 + 1,House,51.042342,-114.25603,Freehold,"$1,350,000",Single Family,2401 sqft,2
4,3 + 2,House,51.055992,-114.2221,Bare Land Condo,"$1,350,000",Single Family,3614 sqft,2
4,3 + 2,House,51.056004,-113.818057,Freehold,"$1,350,000",Single Family,2826 sqft,2
3,3 + 0,House,51.060401,-114.123671,Freehold,"$1,350,000",Single Family,1910 sqft,1
4,3 + 2,House,51.062427,-114.044143,Freehold,"$1,350,000",Single Family,2444 sqft,2
4,3 + 1,House,51.073654,-114.046508,Freehold,"$1,350,000",Single Family,2759 sqft,2
4,3 + 1,House,51.153286,-114.242441,Freehold,"$1,350,000",Single Family,3232 sqft,2
4,3 + 2,House,51.055451,-114.282304,Freehold,"$1,365,000",Single Family,4012 sqft,2
5,3 + 1,House,51.019037,-114.104519,Freehold,"$1,367,000",Single Family,2566 sqft,2
4,2 + 2,House,50.870449,-113.983657,Freehold,"$1,369,000",Single Family,2627 sqft,1.5000
3,2 + 3,House,50.996849,-114.088159,Freehold,"$1,374,000",Single Family,2117 sqft,1.5000
4,4 + 1,House,50.886085,-114.087792,Freehold,"$1,375,000",Single Family,3575 sqft,2
3,3 + 1,House,51.027981,-114.06828,Freehold,"$1,375,000",Single Family,2473 sqft,2
3,3 + 2,House,51.028794,-114.251195,Freehold,"$1,375,000",Single Family,3246 sqft,1
6,6 + 0,House,51.078915,-113.866403,Freehold,"$1,375,000",Single Family,5614 sqft,2
4,4 + 1,House,51.082772,-114.107199,Freehold,"$1,375,000",Single Family,2977 sqft,2
4,3 + 2,House,51.017531,-114.297694,Bare Land Condo,"$1,379,000",Single Family,3724 sqft,2
6,3 + 2,House,50.909295,-113.97819,Freehold,"$1,380,000",Single Family,4099 sqft,2
5,3 + 4,House,51.023404,-113.902675,Freehold,"$1,380,000",Single Family,1974 sqft,1
4,3 + 1,House,51.020657,-114.065956,Freehold,"$1,385,000",Single Family,2491 sqft,3
2,2 + 0,Apartment,50.963853,-114.021055,Condominium/Strata,"$1,388,000",Single Family,2376 sqft,1
4,2 + 1,Duplex,51.024548,-114.137192,Freehold,"$1,389,000",Single Family,1880 sqft,2
3,4 + 0,House,51.175246,-114.294733,Freehold,"$1,389,000",Single Family,3157 sqft,2
3,3 + 1,House,51.011868,-114.096667,Freehold,"$1,390,000",Single Family,1739 sqft,2
3,2 + 2,House,51.024233,-113.907326,Freehold,"$1,390,000",Single Family,4635 sqft,1
5,4 + 1,House,51.0281,-114.081274,Freehold,"$1,394,900",Single Family,2701 sqft,1.5000
4,4 + 0,House,50.954669,-114.058296,Freehold,"$1,395,000",Single Family,2555 sqft,2
5,3 + 1,House,50.981045,-114.568771,Bare Land Condo,"$1,395,000",Single Family,3958 sqft,2
4,3 + 1,House,51.009596,-114.084853,Freehold,"$1,395,000",Single Family,2234 sqft,1
5,3 + 1,House,51.018149,-114.320448,Bare Land Condo,"$1,395,000",Single Family,4068 sqft,2
4,3 + 0,House,51.026869,-114.107494,Freehold,"$1,395,000",Single Family,3118 sqft,2
4,2 + 2,House,51.055127,-114.222073,Bare Land Condo,"$1,395,000",Single Family,2613 sqft,1.5000
4,3 + 0,House,51.063251,-114.136438,Freehold,"$1,395,000",Single Family,2413 sqft,2
4,4 + 0,House,51.076042,-114.076234,Freehold,"$1,395,000",Single Family,2530 sqft,3
2,1 + 3,House,51.030044,-113.905322,Freehold,"$1,398,000",Single Family,1167 sqft,1
5,3 + 1,House,51.023479,-114.210351,Freehold,"$1,398,800",Single Family,3849 sqft,2
3,1 + 2,House,50.862181,-114.123661,Freehold,"$1,399,000",Single Family,2667 sqft,1
4,1 + 3,House,50.942784,-113.986672,Freehold,"$1,399,000",Single Family,1683 sqft,1
3,3 + 1,House,50.997144,-114.090837,Freehold,"$1,399,000",Single Family,1857 sqft,2
4,3 + 2,House,51.04059,-114.299864,Freehold,"$1,399,000",Single Family,2855 sqft,1
5,4 + 1,House,51.043734,-114.203275,Freehold,"$1,399,000",Single Family,3132 sqft,2
4,3 + 2,House,51.056838,-114.047327,Freehold,"$1,399,000",Single Family,2676 sqft,2
5,4 + 1,House,51.058144,-114.205207,Freehold,"$1,399,000",Single Family,3222 sqft,2
5,3 + 1,House,51.066296,-114.116807,Freehold,"$1,399,000",Single Family,3018 sqft,2
4,3 + 0,Duplex,51.026999,-114.109151,Freehold,"$1,399,500",Single Family,3148 sqft,3
3,2 + 2,House,51.054749,-114.145026,Freehold,"$1,399,500",Single Family,1387 sqft,1
4,4 + 1,House,51.02507,-114.109708,Freehold,"$1,399,900",Single Family,2781 sqft,2
4,2 + 3,House,51.043957,-114.116742,Freehold,"$1,399,900",Single Family,2203 sqft,1
4,3 + 2,House,51.033951,-114.119668,Freehold,"$1,400,000",Single Family,3306 sqft,2
5,2 + 4,House,51.037956,-114.045856,Freehold,"$1,400,000",Single Family,2286 sqft,1.5000
4,3 + 1,House,51.005994,-114.108364,Freehold,"$1,425,000",Single Family,1774 sqft,1
4,2 + 1,House,51.025936,-114.07636,Freehold,"$1,425,000",Single Family,1840 sqft,2
4,3 + 1,House,51.061128,-114.112905,Freehold,"$1,425,000",Single Family,2616 sqft,2
4,5 + 1,House,51.048016,-114.2043,Freehold,"$1,429,000",Single Family,2636 sqft,1.5000
5,4 + 1,Duplex,51.058586,-114.060773,Freehold,"$1,429,000",Single Family,2427 sqft,3
3,3 + 0,House,51.061735,-114.200104,Freehold,"$1,429,000",Single Family,3201 sqft,2
4,3 + 2,House,51.051003,-114.148142,Freehold,"$1,429,900",Single Family,2630 sqft,2
3,3 + 0,House,51.150231,-114.164855,Bare Land Condo,"$1,438,000",Single Family,3257 sqft,2
4,3 + 2,House,51.057572,-114.139991,Freehold,"$1,439,900",Single Family,2504 sqft,2
2,2 + 0,Apartment,51.052771,-114.077611,Condominium/Strata,"$1,448,000",Single Family,1341 sqft,1
4,3 + 1,House,51.025078,-114.101252,Freehold,"$1,449,900",Single Family,2757 sqft,2
4,1 + 2,House,50.909164,-114.374251,Freehold,"$1,450,000",Single Family,2543 sqft,1
4,4 + 2,House,51.047658,-114.205453,Freehold,"$1,450,000",Single Family,3244 sqft,2
5,5 + 0,House,51.094279,-114.167676,Freehold,"$1,450,000",Single Family,3361 sqft,2
5,3 + 2,House,51.07177,-114.052927,Freehold,"$1,474,900",Single Family,2769 sqft,2
4,3 + 1,House,51.08268,-114.110703,Freehold,"$1,475,000",Single Family,2853 sqft,2
4,3 + 0,House,51.06369,-114.324584,Freehold,"$1,478,700",Single Family,3550 sqft,1
