BathroomTotal,Bedrooms,BuildingType,Latitude,Longitude,OwnershipType,Price,PropertyType,SizeInterior,StoriesTotal
3,2 + 1,Apartment,43.6702,-79.3865,Condominium/Strata,"$1,599,000",Single Family,,
3,6 + 1,House,43.6609474,-79.4697718,Freehold,"$1,599,000",Single Family,,2
4,3 + 1,House,43.5626332,-79.6699885,Freehold,"$1,599,000",Single Family,,2
3,3,House,43.5632955,-79.5911767,Freehold,"$1,599,000",Single Family,,
2,3 + 1,House,43.549859,-79.598882,Freehold,"$1,599,000",Single Family,1611 sqft,
3,4 + 1,Duplex,43.5494945,-79.5866155,,"$1,599,000",Single Family,,2
1,2 + 2,House,43.5416638,-79.5894792,Freehold,"$1,599,000",Single Family,,1.5000
4,4 + 1,House,43.542767,-79.6087324,Freehold,"$1,599,000",Single Family,,2
5,3 + 1,House,43.5431757,-79.5993662,Freehold,"$1,599,000",Single Family,,2
4,4 + 1,House,43.529083,-79.625084,Freehold,"$1,599,000",Single Family,2500 sqft,
4,4 + 1,House,43.5291592,-79.6247726,Freehold,"$1,599,000",Single Family,,1
2,3 + 1,House,43.5286555,-79.6569206,Freehold,"$1,599,000",Single Family,,1
2,3 + 1,House,43.5782981,-79.5652828,Freehold,"$1,599,000",Single Family,,1
6,5,House,43.5814446,-79.762571,Freehold,"$1,599,900",Single Family,,3
4,4,House,43.6045957,-79.5431439,Freehold,"$1,599,900",Single Family,,2
5,4 + 3,House,43.6576755,-79.8105227,Freehold,"$1,599,900",Single Family,,2
4,4 + 1,House,43.8837706,-79.4549624,Freehold,"$1,599,900",Single Family,,1
4,4,House,43.8659280240685,-79.6229450196232,Freehold,"$1,599,900",Single Family,,2
4,4 + 2,House,43.7930515,-79.3870087,Freehold,"$1,599,900",Single Family,,
3,4,House,43.8068172,-79.6056833,Freehold,"$1,599,900",Single Family,,2
4,4,House,43.7689011,-79.350274,Freehold,"$1,599,900",Single Family,,2
3,3 + 1,Row / Townhouse,43.718373,-79.3757188,Condominium/Strata,"$1,599,999",Single Family,,3
5,4,House,43.7158924,-79.4759694,Freehold,"$1,600,000",Single Family,,2
1,0,House,43.7298213,-79.5363704,Freehold,"$1,600,000",Single Family,,2
3,3,Row / Townhouse,43.6612069,-79.3800538,Condominium/Strata,"$1,600,000",Single Family,,
3,5 + 2,House,43.6782532,-79.3444215,Freehold,"$1,600,000",Single Family,,2.5000
5,5,House,43.6307994,-79.7096409,Freehold,"$1,600,000",Single Family,,2
4,3 + 1,House,43.6380969,-79.5222072,Freehold,"$1,600,000",Single Family,,2
2,2,House,43.7335198,-79.2248704,Freehold,"$1,600,000",Single Family,,1
2,3 + 2,House,43.745814,-79.3581061,Freehold,"$1,600,000",Single Family,,1
3,3,House,43.7765457,-79.4009993,Freehold,"$1,600,000",Single Family,,
3,4,House,43.8542358,-79.4089766,Freehold,"$1,600,000",Single Family,,2
2,1 + 1,Apartment,43.6497827,-79.3804402,Condominium/Strata,"$1,601,250",Single Family,,
5,4 + 1,House,43.6873271,-79.4442154,Freehold,"$1,618,000",Single Family,,2
5,5 + 1,Fourplex,43.6701581,-79.3463191,,"$1,620,000",Single Family,,2
5,4 + 2,House,43.8480717,-79.2488909,Freehold,"$1,620,000",Single Family,,2
3,4,House,43.7989978,-79.3989049,Freehold,"$1,620,000",Single Family,,2
3,3 + 1,Row / Townhouse,43.6395987,-79.4100506,Condominium/Strata,"$1,628,900",Single Family,,2
3,4 + 1,Duplex,43.732553,-79.3933203,,"$1,629,000",Single Family,,2
3,3 + 1,House,43.8149523,-79.5933625,Freehold,"$1,629,800",Single Family,,1
1,3,House,43.7754633,-79.4290927,Freehold,"$1,630,000",Single Family,,1.5000
5,4 + 2,House,43.8486646,-79.2930753,Freehold,"$1,630,000",Single Family,,2
5,5,House,43.8566221,-79.4015226,Freehold,"$1,638,000",Single Family,,2
5,4 + 1,House,43.8046307,-79.359514,Freehold,"$1,638,000",Single Family,,2
5,4,House,43.7423422,-79.2097747,Freehold,"$1,638,900",Single Family,,2
4,4 + 2,House,43.9003416,-79.6651699,Freehold,"$1,639,000",Single Family,,1
3,3 + 1,House,43.6419321,-79.4414759,Freehold,"$1,639,000",Single Family,,2
3,2 + 1,Row / Townhouse,43.6729415,-79.386777,Condominium/Strata,"$1,639,900",Single Family,,2
4,4 + 1,House,43.5499525,-79.6000813,Freehold,"$1,645,000",Single Family,,2
4,4,House,43.573737,-79.578847,Freehold,"$1,648,000",Single Family,2080 sqft,2
4,4,House,43.5737542,-79.5788906,Freehold,"$1,648,000",Single Family,,2
2,4 + 1,House,43.851118,-79.4404331,Freehold,"$1,648,000",Single Family,,2
5,5,House,43.793172,-79.1592968,Freehold,"$1,648,888",Single Family,,2
4,3,House,43.653226,-79.3831843,Freehold,"$1,648,990",Single Family,,3
2,2,Apartment,43.6647689,-79.3409668,Condominium/Strata,"$1,649,000",Single Family,,
4,4 + 1,House,43.7319913,-79.2274264,Freehold,"$1,649,000",Single Family,,2
5,4 + 1,House,43.7123117,-79.2522841,Freehold,"$1,649,000",Single Family,,2
4,4 + 1,House,43.69252,-79.4382975,Freehold,"$1,649,000",Single Family,,3
2,4,House,43.588063,-79.5386195,Freehold,"$1,649,000",Single Family,,2
4,4 + 2,House,43.549845,-79.66956,Freehold,"$1,649,000",Single Family,,2
4,4 + 2,House,43.5498617,-79.6695281,Freehold,"$1,649,000",Single Family,,2
7,4 + 3,House,43.6517038,-79.7818995,Freehold,"$1,649,000",Single Family,,2
4,3 + 2,House,43.6264499,-79.4969435,Freehold,"$1,649,000",Single Family,,2
4,3 + 1,House,43.6187556,-79.505901,Freehold,"$1,649,000",Single Family,,2
4,5,House,43.8042043,-79.7265673,Freehold,"$1,649,000",Single Family,,2
3,3 + 1,House,43.798344,-79.7307218,Freehold,"$1,649,000",Single Family,,1
5,5 + 1,House,43.8157824,-79.4666751,Freehold,"$1,649,000",Single Family,,2
5,4 + 1,House,43.762443,-79.6566375,Freehold,"$1,649,000",Single Family,,2
3,3,House,43.7648125,-79.4366211,Freehold,"$1,649,000",Single Family,,
4,4,House,43.8721743,-79.3116568,Freehold,"$1,649,000",Single Family,,2
6,4,House,43.8441131,-79.5725259,Freehold,"$1,649,000",Single Family,,2
4,4 + 1,House,43.8474987,-79.2396645,Freehold,"$1,649,900",Single Family,,2
3,4,House,43.5446951,-79.7198963,Freehold,"$1,649,900",Single Family,,2
2,3 + 1,House,43.5285157,-79.6343982,Freehold,"$1,649,900",Single Family,,
5,5,House,43.7770156,-79.1712275,Freehold,"$1,649,999",Single Family,,2
5,5 + 2,House,43.8206046,-79.4601013,Freehold,"$1,650,000",Single Family,,2
4,4,House,43.7967702,-79.3955414,Freehold,"$1,650,000",Single Family,,
4,4 + 1,House,43.8058966,-79.6099615,Freehold,"$1,650,000",Single Family,,2
6,5 + 1,House,43.7713558,-79.7035703,Freehold,"$1,650,000",Single Family,,2
4,4,House,43.8279752,-79.641592,Freehold,"$1,650,000",Single Family,,2
4,3,Apartment,43.8276029,-79.4032594,Condominium/Strata,"$1,650,000",Single Family,,
4,3 + 1,House,43.8507133623884,-80.0589702424119,,"$1,650,000",Single Family,,2
4,4,House,43.8600148,-79.4668508,Freehold,"$1,650,000",Single Family,,2
4,4,House,43.5366974,-79.6578253,Freehold,"$1,650,000",Single Family,,2
5,5 + 1,House,43.5588445,-79.6771574,Freehold,"$1,650,000",Single Family,,2
4,4,House,43.6092742,-79.4984244,Freehold,"$1,650,000",Single Family,,2
3,4 + 3,House,43.596065,-79.543099,Freehold,"$1,650,000",Single Family,1917 sqft,2
2,3 + 1,House,43.646864,-79.802604,Freehold,"$1,650,000",Single Family,,1.5000
2,1 + 1,,43.6574183,-79.3601947,Condominium/Strata,"$1,650,000",Single Family,,
3,3 + 1,House,43.6598352,-79.3691136,Freehold,"$1,650,000",Single Family,,2
2,3,House,43.6759333,-79.4077563,Freehold,"$1,650,000",Single Family,,2
3,3 + 1,House,43.6970002,-79.437094,Freehold,"$1,658,000",Single Family,,2
5,4,House,43.5333665,-79.7026928,Freehold,"$1,665,000",Single Family,,2
5,4 + 1,House,43.8727906,-79.4788036,Freehold,"$1,665,000",Single Family,,2
5,4,House,43.8071114,-79.6064732,Freehold,"$1,665,000",Single Family,,2
2,3,Apartment,43.7020897,-79.3613839,Condominium/Strata,"$1,665,140",Single Family,,
5,4 + 3,House,43.8975209,-79.3134146,Freehold,"$1,668,000",Single Family,,2
4,4,House,43.865182033779,-79.4840504650633,Freehold,"$1,669,000",Single Family,,2
2,2 + 1,Apartment,43.6754722,-79.3976595,Condominium/Strata,"$1,670,000",Single Family,,
5,4 + 1,House,43.8559057,-79.4627637,Freehold,"$1,672,000",Single Family,,3
3,3 + 2,House,43.9037409,-78.9565439,Freehold,"$1,674,990",Single Family,,1
5,4,House,43.869085,-79.4687817,Freehold,"$1,675,000",Single Family,,2
5,4,House,43.8905894,-79.4032377,Freehold,"$1,678,000",Single Family,,2
4,6,House,43.6560135,-79.4175945,Freehold,"$1,679,000",Single Family,,2
3,3 + 1,House,43.7068395,-79.3663224,Freehold,"$1,679,000",Single Family,,2
6,4 + 1,House,43.7143553,-79.2350045,Freehold,"$1,679,000",Single Family,,2
2,3,House,43.7164477,-79.359118,Freehold,"$1,679,000",Single Family,,2.5000
2,3,House,43.5643099,-79.5915529,Freehold,"$1,679,000",Single Family,,1
3,3 + 1,Row / Townhouse,43.652305,-79.4085457,Freehold,"$1,679,000",Single Family,,3
3,3 + 1,Row / Townhouse,43.652305,-79.4085457,Condominium/Strata,"$1,679,000",Single Family,,3
4,4,House,43.8132188,-79.7220209,Freehold,"$1,679,900",Single Family,,2
4,5,House,43.822047,-79.145312,Freehold,"$1,679,900",Single Family,,2
4,4,House,43.7907576,-79.4134838,Freehold,"$1,680,000",Single Family,,2
3,3,House,43.784974,-79.1842374,Freehold,"$1,680,000",Single Family,,2
3,4,House,43.8909761,-79.3357717,Freehold,"$1,680,000",Single Family,,2
4,4,House,43.8829894046929,-80.1311879558297,Freehold,"$1,680,000",Single Family,,1
4,4,House,43.8843412,-79.4030413,Freehold,"$1,680,000",Single Family,,2
5,4 + 1,House,43.8786892,-79.3553781,Freehold,"$1,680,000",Single Family,,2
4,4 + 1,House,43.8733625,-79.4686459,Freehold,"$1,680,000",Single Family,,2
4,4 + 1,House,43.8981708,-79.4527936,Freehold,"$1,680,000",Single Family,,2
4,4,House,43.8618572,-79.4655695,Freehold,"$1,680,000",Single Family,,2
5,4 + 1,House,43.85426,-79.4949237,Freehold,"$1,680,000",Single Family,,2
2,2,Apartment,43.8376451,-79.5854598,Condominium/Strata,"$1,680,000",Single Family,,
5,4,House,43.5333599,-79.6988045,Freehold,"$1,680,000",Single Family,,2
4,5 + 1,House,43.6079578,-79.5672144,Freehold,"$1,680,000",Single Family,,
5,4 + 1,House,43.6579329,-79.3622882,Freehold,"$1,680,000",Single Family,,3
2,2,Row / Townhouse,43.6839074,-79.3857587,Freehold,"$1,680,000",Single Family,,2
4,4,House,43.8510614,-79.5746797,Freehold,"$1,684,900",Single Family,,2
4,4,House,43.8570024,-79.4837249,Freehold,"$1,685,000",Single Family,,2
2,3 + 1,House,43.8686556,-79.3185428,Freehold,"$1,688,000",Single Family,,1
4,4 + 1,House,43.8723652,-79.4418636,Freehold,"$1,688,000",Single Family,,1
5,5 + 3,House,43.8229766,-79.312006,Freehold,"$1,688,000",Single Family,,2
6,4 + 1,House,43.8457879,-79.4898322,Freehold,"$1,688,000",Single Family,,2
4,4,House,43.8819599,-79.3132631,Freehold,"$1,688,000",Single Family,,2
6,4 + 2,House,43.8873551,-79.2520246,Freehold,"$1,688,000",Single Family,,2
5,4 + 2,House,43.8889086,-79.4657741,Freehold,"$1,688,000",Single Family,,2
2,2 + 1,House,43.8221069,-79.3888981,Freehold,"$1,688,000",Single Family,,1
4,4,House,43.8093122,-79.6128028,Freehold,"$1,688,000",Single Family,,2
5,4 + 2,House,43.8036247,-79.4265867,Freehold,"$1,688,000",Single Family,,2
4,4 + 1,House,43.7969387,-79.3961571,Freehold,"$1,688,000",Single Family,,2
1,3 + 1,House,43.7956157,-79.4050164,Freehold,"$1,688,000",Single Family,,1
4,3 + 1,House,43.7689834,-79.4317589,Freehold,"$1,688,000",Single Family,,2
1,2,House,43.7618227,-79.172106,Freehold,"$1,688,000",Single Family,,1
2,3 + 1,House,43.7353772,-79.4293125,Freehold,"$1,688,000",Single Family,,1
4,4,House,43.7132485,-79.487314,Freehold,"$1,688,000",Single Family,,2
4,3 + 2,House,43.7301301,-79.3459616,Freehold,"$1,688,000",Single Family,,1
5,4 + 1,House,43.562861,-79.6181225,Freehold,"$1,688,000",Single Family,,
4,4,House,43.6526615,-79.9181065,Freehold,"$1,688,000",Single Family,,2
4,4 + 2,House,43.5333544,-79.6968112,Freehold,"$1,688,800",Single Family,,2
5,4 + 1,House,43.7167969,-79.2392779,Freehold,"$1,688,800",Single Family,,2
5,4 + 1,House,43.7103267,-79.2526255,Freehold,"$1,689,000",Single Family,,2
4,5 + 1,Fourplex,43.6612842,-79.3429752,,"$1,689,000",Single Family,,2.5000
5,4 + 1,House,43.8437418,-79.5745187,Freehold,"$1,689,000",Single Family,,2
6,5 + 2,House,43.830306,-79.6458685,Freehold,"$1,689,000",Single Family,,2
4,4,House,43.8716825,-79.4577621,Freehold,"$1,689,000",Single Family,,2
4,4,House,43.8698006,-79.9946645,Freehold,"$1,689,000",Single Family,,2
4,3,House,43.8711974,-79.4334891,Freehold,"$1,690,000",Single Family,,
2,3,House,43.8638598,-79.3199658,Freehold,"$1,690,000",Single Family,,
4,3,House,43.8933444,-79.2695804,Freehold,"$1,690,000",Single Family,,2
4,4,House,43.6709789,-79.5569042,Freehold,"$1,690,000",Single Family,,2
3,1,House,43.563951,-79.5696371,Freehold,"$1,690,000",Single Family,,2
2,3,Apartment,43.6441146,-79.3959355,Condominium/Strata,"$1,690,000",Single Family,,
5,4 + 1,House,43.8864378,-79.3033485,Freehold,"$1,694,000",Single Family,,2
4,4,House,43.9042855,-79.6638121,Freehold,"$1,695,000",Single Family,,2
2,4,House,43.8667738,-79.318939,Freehold,"$1,695,000",Single Family,,2
5,4 + 1,House,43.8284891,-79.4745852,Freehold,"$1,695,000",Single Family,,2
2,3,House,43.7885998219679,-79.9770417600494,Freehold,"$1,695,000",Single Family,,2
2,2,House,43.648322,-79.924298,Freehold,"$1,695,000",Single Family,,2
2,2,House,43.6483472,-79.9242766,Freehold,"$1,695,000",Single Family,,2
2,2 + 2,House,43.5450398,-79.609243,Freehold,"$1,695,000",Single Family,,1.5000
4,3 + 1,Row / Townhouse,43.6761615,-79.4022688,Freehold,"$1,695,000",Single Family,,3
2,2,Row / Townhouse,43.6798499,-79.3909926,Freehold,"$1,695,000",Single Family,,2
3,3 + 1,Row / Townhouse,43.6547646,-79.4134649,Freehold,"$1,695,000",Single Family,,2.5000
2,3 + 1,House,43.6677094,-79.3645176,Freehold,"$1,695,000",Single Family,,3
4,3,House,43.6994721,-79.3790911,Freehold,"$1,695,000",Single Family,,2
6,4 + 2,House,43.8077334,-79.4697436,Freehold,"$1,696,000",Single Family,,2
4,3 + 3,House,43.7682114,-79.4017157,Freehold,"$1,698,000",Single Family,,1
3,3,Row / Townhouse,43.7728085,-79.3896424,Freehold,"$1,698,000",Single Family,,3
2,4,House,43.8408777,-79.6222465,Freehold,"$1,698,000",Single Family,,1
4,5 + 1,House,43.8464888,-79.2987556,Freehold,"$1,698,000",Single Family,,2
5,4 + 2,House,43.8498867,-79.4854811,Freehold,"$1,698,000",Single Family,,2
4,4,House,43.8698478,-79.33601,Freehold,"$1,698,000",Single Family,,2
3,4,House,43.8870406,-79.39409,Freehold,"$1,698,000",Single Family,,2
1,3 + 1,House,43.7094653,-79.4381051,Freehold,"$1,698,000",Single Family,,1
3,3 + 1,House,43.6754161,-79.5439555,Freehold,"$1,698,000",Single Family,,1
4,4 + 1,House,43.674069,-79.2846806,Freehold,"$1,698,000",Single Family,,2.5000
4,4 + 1,House,43.5611461,-79.6816568,Freehold,"$1,698,000",Single Family,,2
4,4,House,43.6581293,-79.5182543,Freehold,"$1,698,800",Single Family,,2
2,3,House,43.7851725,-79.385885,Freehold,"$1,698,800",Single Family,,1
5,4 + 1,House,43.7923693,-79.6030993,Freehold,"$1,699,000",Single Family,,2
2,4 + 1,House,43.7765166,-79.422146,Freehold,"$1,699,000",Single Family,,1.5000
3,2 + 1,Apartment,43.7681506,-79.3907913,Condominium/Strata,"$1,699,000",Single Family,,
5,4 + 1,House,43.7617114,-79.2887944,Freehold,"$1,699,000",Single Family,,2
4,5 + 2,House,43.7463331,-79.4474023,Freehold,"$1,699,000",Single Family,,2
4,3 + 2,House,43.7503563,-79.2361584,Freehold,"$1,699,000",Single Family,,2
4,3 + 2,House,43.750336,-79.235847,Freehold,"$1,699,000",Single Family,2606.0000,2
4,3,House,43.8921807,-80.1233262,Freehold,"$1,699,000",Single Family,,1
3,2 + 2,House,43.893878,-79.4507649,Freehold,"$1,699,000",Single Family,,1
4,4,House,43.8701873,-79.4645576,Freehold,"$1,699,000",Single Family,,2
4,5,House,43.8496446,-79.4024373,Freehold,"$1,699,000",Single Family,,2
6,5 + 1,House,43.8487665,-79.2894648,Freehold,"$1,699,000",Single Family,,2
3,3 + 1,House,43.8285099,-79.428741,Freehold,"$1,699,000",Single Family,,1
6,4 + 2,House,43.8302986,-79.373901,Freehold,"$1,699,000",Single Family,,2
4,4,House,43.6596484,-79.8069197,Freehold,"$1,699,000",Single Family,,2
2,2 + 1,Apartment,43.6545873,-79.3866557,Condominium/Strata,"$1,699,000",Single Family,,
5,4 + 1,House,43.6538987,-79.8007701,Freehold,"$1,699,000",Single Family,,2
3,3,House,43.6539687,-79.4872905,Freehold,"$1,699,000",Single Family,,2
3,4 + 2,Triplex,43.6667099,-79.4505423,,"$1,699,000",Single Family,,2
3,3,House,43.6994422302235,-80.0115196237256,Freehold,"$1,699,000",Single Family,,1
2,4,House,43.7048247,-79.9293822,Freehold,"$1,699,000",Single Family,,1
5,5 + 1,House,43.7050835,-79.2908187,Freehold,"$1,699,000",Single Family,,2
4,4,House,43.6947326,-79.3375247,Freehold,"$1,699,000",Single Family,,2
5,4,House,43.690042,-79.4500193,Freehold,"$1,699,000",Single Family,,2
4,4,House,43.6886125,-79.5149849,Freehold,"$1,699,000",Single Family,,2
2,3,House,43.7115207,-79.385953,Freehold,"$1,699,000",Single Family,,2
3,2 + 3,House,43.7145766,-79.4342339,Freehold,"$1,699,000",Single Family,,1
4,4,House,43.7193619,-79.4851175,Freehold,"$1,699,000",Single Family,,2
2,3 + 1,House,43.5632331,-79.6037897,Freehold,"$1,699,000",Single Family,,2
5,4 + 2,House,43.5664214,-79.5738789,Freehold,"$1,699,000",Single Family,,2
2,3,House,43.5404116,-79.6323315,Freehold,"$1,699,000",Single Family,,1
4,6,House,43.6057865,-79.491398,Freehold,"$1,699,000",Single Family,,1
4,4 + 1,House,43.5991209,-79.5680045,Freehold,"$1,699,000",Single Family,,2
4,3,House,43.5907677,-79.5280986,Freehold,"$1,699,000",Single Family,,2
5,3 + 1,House,43.581992,-79.5742638,Freehold,"$1,699,000",Single Family,,2
5,4,House,43.5785913,-79.697069,Freehold,"$1,699,000",Single Family,,2
2,2 + 1,Apartment,43.6413595,-79.3725145,Condominium/Strata,"$1,699,000",Single Family,,
4,8 + 1,Fourplex,43.61516,-79.4948407,,"$1,699,000",Single Family,,2
2,2,Apartment,43.555717,-79.581938,Condominium,"$1,699,850",Single Family,1872 sqft,1
2,2 + 1,Apartment,43.5559833,-79.5822045,Condominium/Strata,"$1,699,850",Single Family,,
3,4 + 1,House,43.656497,-79.4685098,Freehold,"$1,699,900",Single Family,,2.5000
5,5 + 1,House,43.832127,-79.6418185,Freehold,"$1,699,900",Single Family,,2
4,4 + 2,House,43.8725954,-79.8917991,Freehold,"$1,699,900",Single Family,,1
5,5 + 1,House,43.8524808,-79.4920735,Freehold,"$1,699,900",Single Family,,2
5,5 + 1,House,43.751502,-79.23582,Freehold,"$1,699,900",Single Family,,2
5,4,House,43.775208,-79.6854648,Freehold,"$1,699,900",Single Family,,2
6,5 + 2,House,43.7801063,-79.2685366,Freehold,"$1,699,900",Single Family,,2
6,5 + 2,House,43.8602413,-79.3941648,Freehold,"$1,699,980",Single Family,,2.5000
5,4,House,43.8195439,-79.5623195,Freehold,"$1,699,999",Single Family,,2
4,4 + 1,House,43.6539411,-79.4160286,Freehold,"$1,699,999",Single Family,,3
4,3 + 2,House,43.5430258,-79.6180566,Freehold,"$1,699,999",Single Family,,1
2,3,House,43.6081088,-79.8946522,Freehold,"$1,699,999",Single Family,,1
1,4,House,43.6088163,-79.8955901,Freehold,"$1,699,999",Single Family,,1
4,4,House,43.6382309,-79.7829718,Freehold,"$1,699,999",Single Family,,2
2,2,Apartment,43.6382003,-79.3861707,Condominium/Strata,"$1,700,000",Single Family,,
5,4 + 1,House,43.584237,-79.572921,Freehold,"$1,700,000",Single Family,,2
6,8 + 2,Duplex,43.6899079,-79.7570078,,"$1,700,000",Single Family,,2
3,6,Triplex,43.6934805,-79.4793454,,"$1,700,000",Single Family,,2
2,4 + 0,House,43.840509,-79.43907,Freehold,"$1,700,000",Single Family,,2
1,2 + 1,House,43.9042238,-79.6528482,Freehold,"$1,700,000",Single Family,,1
1,3,House,43.9044414,-79.6528965,Freehold,"$1,700,000",Single Family,,1
4,4 + 2,House,43.7857284,-79.4225857,Freehold,"$1,719,000",Single Family,,2
2,3,House,43.5226101,-80.1122255,Freehold,"$1,719,000",Single Family,,1
2,3,House,43.52564,-80.116654,Freehold,"$1,719,000",Single Family,2576 sqft,1
5,5,House,43.8071238,-79.7321026,Freehold,"$1,719,900",Single Family,,2
4,4 + 1,House,43.8871529,-79.4562151,Freehold,"$1,724,900",Single Family,,2
4,2 + 1,House,43.557448,-79.5898632,Freehold,"$1,725,000",Single Family,,2
2,3,House,43.6948988,-79.4806491,Freehold,"$1,725,000",Single Family,,2
4,4 + 1,House,43.7994741,-79.4085358,Freehold,"$1,728,000",Single Family,,
5,4 + 2,House,43.8497921,-79.4927813,Freehold,"$1,728,800",Single Family,,2
4,4 + 2,House,43.5960747,-79.5035831,Freehold,"$1,729,000",Single Family,,2
5,4,House,43.6299275,-79.7107678,Freehold,"$1,729,000",Single Family,,2
4,4,House,43.8085978,-79.7267406,Freehold,"$1,729,900",Single Family,,2
4,4 + 1,House,43.8147147,-79.5646682,Freehold,"$1,736,999",Single Family,,2
4,3,Row / Townhouse,43.7777235,-79.390854,Freehold,"$1,738,000",Single Family,,3
5,4 + 1,House,43.8048959,-79.6111462,Freehold,"$1,738,800",Single Family,,2
4,4,House,43.764273,-79.6562643,Freehold,"$1,739,000",Single Family,,2
5,4 + 2,House,43.8433392,-79.4014367,Freehold,"$1,739,000",Single Family,,2
4,5,House,43.8739604,-79.4790652,Freehold,"$1,739,000",Single Family,,2
5,4,House,43.7313079,-79.4318382,Freehold,"$1,739,000",Single Family,,2
2,1 + 1,Apartment,43.6497827,-79.3804402,Condominium/Strata,"$1,740,000",Single Family,,
6,4 + 1,House,43.8021917,-79.6034235,Freehold,"$1,748,000",Single Family,,2
4,3,House,43.8191346,-79.5769593,Freehold,"$1,748,800",Single Family,,2
2,2,House,43.7086406,-79.2419871,Freehold,"$1,748,999",Single Family,,1.5000
5,4 + 1,House,43.688994,-79.4374225,Freehold,"$1,749,000",Single Family,,3
2,4,House,43.6733906,-79.3040149,Freehold,"$1,749,000",Single Family,,3
3,2 + 1,Apartment,43.6416066,-79.3719866,Condominium/Strata,"$1,749,000",Single Family,,
5,5,House,43.6244933,-79.7830493,Freehold,"$1,749,000",Single Family,,2
3,3,House,43.637557,-79.9820011,Freehold,"$1,749,000",Single Family,,2
3,3,House,43.8137262,-79.3968388,Freehold,"$1,749,000",Single Family,,
4,4,House,43.7780469753013,-79.592492302655,Freehold,"$1,749,000",Single Family,,2
3,3 + 1,House,43.7772927,-79.386129,Freehold,"$1,749,000",Single Family,,
5,5 + 2,House,43.8849209,-79.3677193,Freehold,"$1,749,000",Single Family,,2
5,4,House,43.8831631,-79.9071697,Freehold,"$1,749,000",Single Family,,2
4,4 + 1,House,43.8352522,-79.6256509,Freehold,"$1,749,000",Single Family,,2
4,4 + 1,House,43.8624134,-79.4651827,Freehold,"$1,749,000",Single Family,,2
4,3 + 1,House,43.7294426,-80.1282597,Freehold,"$1,749,700",Single Family,,2
4,4,House,43.6794855,-79.5351155,Freehold,"$1,749,900",Single Family,,2
2,4,House,43.5410742,-79.5916626,Freehold,"$1,749,900",Single Family,,1.5000
4,4 + 1,House,43.538181,-79.644848,Freehold,"$1,749,999",Single Family,2909 sqft,2
4,4 + 1,House,43.5382064,-79.6448377,Freehold,"$1,749,999",Single Family,,2
2,2,House,43.7083362,-79.3731561,Freehold,"$1,749,999",Single Family,,1
5,3,House,43.7318081,-79.9885891,Freehold,"$1,750,000",Single Family,,2
3,3,Row / Townhouse,43.6856789,-79.404689,Condominium/Strata,"$1,750,000",Single Family,,2
3,3 + 2,House,43.6537514,-79.4770705,Freehold,"$1,750,000",Single Family,,2
3,0,Row / Townhouse,43.6665701,-79.3691111,Freehold,"$1,750,000",Single Family,,3
5,3 + 2,House,43.526687,-80.117593,Freehold,"$1,750,000",Single Family,,
5,5,House,43.52716,-80.1183731,Freehold,"$1,750,000",Single Family,,1
4,4,House,43.578302,-79.6959,Freehold,"$1,750,000",Single Family,3569.0000,2
4,4,House,43.5780261,-79.6960527,Freehold,"$1,750,000",Single Family,,2
5,3 + 2,House,43.5747438,-79.5647011,Freehold,"$1,750,000",Single Family,,2
3,2,Row / Townhouse,43.639609,-79.3977817,Condominium/Strata,"$1,750,000",Single Family,,2
2,2,Apartment,43.6490632,-79.3886581,Condominium/Strata,"$1,750,000",Single Family,,
2,3 + 1,House,43.8685109,-79.434764,Freehold,"$1,750,000",Single Family,,1
3,3,House,43.8482944015571,-79.0667364807441,Freehold,"$1,750,000",Single Family,,2
3,4 + 1,House,43.7849191,-79.3876981,Freehold,"$1,750,000",Single Family,,
5,4 + 2,House,43.8189693,-79.5775738,Freehold,"$1,750,000",Single Family,,2
4,4 + 1,House,43.8212813,-79.4447429,Freehold,"$1,750,000",Single Family,,2
3,4,Apartment,43.8061649,-79.4237963,Condominium/Strata,"$1,750,000",Single Family,,
4,5,House,43.8067315,-79.3740322,Freehold,"$1,750,000",Single Family,,2
3,3,House,43.7650023,-79.4351157,Freehold,"$1,750,000",Single Family,,
3,4 + 1,House,43.7626967,-79.3320772,Freehold,"$1,750,000",Single Family,,
4,3,House,43.7412241,-79.4166058,Freehold,"$1,750,000",Single Family,,2
5,5 + 1,House,43.8828395,-79.313985,Freehold,"$1,758,000",Single Family,,2
6,5,House,43.6528343,-79.8116989,Freehold,"$1,758,900",Single Family,,2
5,4,House,43.6407769,-79.9267419,Freehold,"$1,759,000",Single Family,,1.5000
4,4,House,43.820055,-79.4089779,Freehold,"$1,759,000",Single Family,,2
6,4 + 1,House,43.8082581,-79.4140555,Freehold,"$1,759,000",Single Family,,2
6,5,House,43.8796574,-79.3688411,Freehold,"$1,760,000",Single Family,,3
3,3 + 1,House,43.8699747,-79.3245207,Freehold,"$1,760,000",Single Family,,
4,8 + 1,Row / Townhouse,43.655869,-79.3997669,Freehold,"$1,760,000",Single Family,,3
6,5 + 1,House,43.5803273,-79.5638231,Freehold,"$1,765,000",Single Family,,2
5,4 + 1,House,43.7440953,-79.3175887,Freehold,"$1,765,000",Single Family,,2
4,4 + 2,House,43.8717518,-79.3083005,Freehold,"$1,768,000",Single Family,,2
2,3,House,43.7119275,-79.404557,Freehold,"$1,768,000",Single Family,,2
